GeneID	GeneName	ka	ks	ka_div_ks_plus1
TCALIF_14221	TCALIF_14221	19	27	0.678571428571
TCALIF_14220	TCALIF_14220	5	18	0.263157894737
TCALIF_14955	TCALIF_14955	17	34	0.485714285714
TCALIF_14222	TCALIF_14222	2	8	0.222222222222
TCALIF_14225	TCALIF_14225	8	27	0.285714285714
TCALIF_10273	TCALIF_10273	30	16	1.76470588235
TCALIF_10270	TCALIF_10270	19	20	0.904761904762
TCALIF_10271	TCALIF_10271	0	18	0.0
TCALIF_11059	TCALIF_11059	12	16	0.705882352941
TCALIF_00659	TCALIF_00659	19	64	0.292307692308
TCALIF_15578	TCALIF_15578	20	2	6.66666666667
TCALIF_15579	TCALIF_15579	15	46	0.31914893617
TCALIF_02481	TCALIF_02481	0	4	0.0
TCALIF_10422	TCALIF_10422	83	114	0.721739130435
TCALIF_15572	TCALIF_15572	6	33	0.176470588235
TCALIF_15573	TCALIF_15573	12	22	0.521739130435
TCALIF_11053	TCALIF_11053	2	25	0.0769230769231
TCALIF_15571	TCALIF_15571	8	24	0.32
TCALIF_15576	TCALIF_15576	73	79	0.9125
TCALIF_11054	TCALIF_11054	23	27	0.821428571429
TCALIF_11057	TCALIF_11057	20	14	1.33333333333
TCALIF_15575	TCALIF_15575	4	43	0.0909090909091
TCALIF_05810	TCALIF_05810	23	68	0.333333333333
TCALIF_05811	TCALIF_05811	32	69	0.457142857143
TCALIF_05812	TCALIF_05812	37	27	1.32142857143
TCALIF_05813	TCALIF_05813	106	164	0.642424242424
TCALIF_05814	TCALIF_05814	32	15	2.0
TCALIF_05817	TCALIF_05817	11	16	0.647058823529
TCALIF_05818	TCALIF_05818	19	45	0.413043478261
TCALIF_08178	TCALIF_08178	66	168	0.390532544379
TCALIF_08179	TCALIF_08179	22	13	1.57142857143
TCALIF_16200	TCALIF_16200	15	34	0.428571428571
TCALIF_03268	TCALIF_03268	6	39	0.15
TCALIF_08171	TCALIF_08171	8	6	1.14285714286
TCALIF_08172	TCALIF_08172	40	136	0.29197080292
TCALIF_08173	TCALIF_08173	26	77	0.333333333333
TCALIF_08174	TCALIF_08174	96	24	3.84
TCALIF_08175	TCALIF_08175	5	34	0.142857142857
TCALIF_08176	TCALIF_08176	30	40	0.731707317073
TCALIF_08177	TCALIF_08177	29	37	0.763157894737
TCALIF_07969	TCALIF_07969	35	52	0.660377358491
TCALIF_08278	TCALIF_08278	16	30	0.516129032258
TCALIF_11079	TCALIF_11079	30	64	0.461538461538
TCALIF_00653	TCALIF_00653	8	30	0.258064516129
TCALIF_00652	TCALIF_00652	4	25	0.153846153846
TCALIF_09398	TCALIF_09398	4	236	0.0168776371308
TCALIF_00654	TCALIF_00654	20	75	0.263157894737
TCALIF_07962	TCALIF_07962	10	46	0.212765957447
TCALIF_03635	TCALIF_03635	9	36	0.243243243243
TCALIF_07960	TCALIF_07960	8	34	0.228571428571
TCALIF_08394	TCALIF_08394	34	77	0.435897435897
TCALIF_08395	TCALIF_08395	4	18	0.210526315789
TCALIF_08396	TCALIF_08396	18	84	0.211764705882
TCALIF_03262	TCALIF_03262	18	63	0.28125
TCALIF_10908	TCALIF_10908	18	40	0.439024390244
TCALIF_10909	TCALIF_10909	164	82	1.97590361446
TCALIF_08392	TCALIF_08392	19	44	0.422222222222
TCALIF_10904	TCALIF_10904	78	67	1.14705882353
TCALIF_10905	TCALIF_10905	4	39	0.1
TCALIF_10906	TCALIF_10906	14	39	0.35
TCALIF_10907	TCALIF_10907	32	71	0.444444444444
TCALIF_10900	TCALIF_10900	30	75	0.394736842105
TCALIF_10901	TCALIF_10901	103	154	0.664516129032
TCALIF_10902	TCALIF_10902	13	8	1.44444444444
TCALIF_10903	TCALIF_10903	17	25	0.653846153846
TCALIF_03267	TCALIF_03267	3	9	0.3
TCALIF_00839	TCALIF_00839	2	8	0.222222222222
TCALIF_03266	TCALIF_03266	8	17	0.444444444444
TCALIF_05859	TCALIF_05859	19	64	0.292307692308
TCALIF_09396	TCALIF_09396	7	21	0.318181818182
TCALIF_12508	TCALIF_12508	5	36	0.135135135135
TCALIF_12509	TCALIF_12509	2	16	0.117647058824
TCALIF_00838	TCALIF_00838	6	13	0.428571428571
TCALIF_14210	TCALIF_14210	5	22	0.217391304348
TCALIF_12503	TCALIF_12503	38	80	0.469135802469
TCALIF_12500	TCALIF_12500	32	38	0.820512820513
TCALIF_12501	TCALIF_12501	18	34	0.514285714286
TCALIF_12506	TCALIF_12506	10	33	0.294117647059
TCALIF_12504	TCALIF_12504	21	44	0.466666666667
TCALIF_12505	TCALIF_12505	60	66	0.89552238806
TCALIF_05494	TCALIF_05494	0	10	0.0
TCALIF_09395	TCALIF_09395	23	63	0.359375
TCALIF_09774	TCALIF_09774	16	54	0.290909090909
TCALIF_09993	TCALIF_09993	0	22	0.0
TCALIF_03148	TCALIF_03148	19	20	0.904761904762
TCALIF_03149	TCALIF_03149	63	83	0.75
TCALIF_07119	TCALIF_07119	10	18	0.526315789474
TCALIF_07118	TCALIF_07118	26	16	1.52941176471
TCALIF_03418	TCALIF_03418	8	44	0.177777777778
TCALIF_03419	TCALIF_03419	11	18	0.578947368421
TCALIF_07113	TCALIF_07113	12	63	0.1875
TCALIF_03417	TCALIF_03417	3	39	0.075
TCALIF_07111	TCALIF_07111	21	71	0.291666666667
TCALIF_07110	TCALIF_07110	6	26	0.222222222222
TCALIF_07117	TCALIF_07117	62	103	0.596153846154
TCALIF_03413	TCALIF_03413	18	13	1.28571428571
TCALIF_07115	TCALIF_07115	9	47	0.1875
TCALIF_09994	TCALIF_09994	4	22	0.173913043478
TCALIF_16083	TCALIF_16083	21	11	1.75
TCALIF_16082	TCALIF_16082	33	27	1.17857142857
TCALIF_16081	TCALIF_16081	55	38	1.41025641026
TCALIF_16080	TCALIF_16080	41	14	2.73333333333
TCALIF_16087	TCALIF_16087	26	18	1.36842105263
TCALIF_09997	TCALIF_09997	21	18	1.10526315789
TCALIF_16085	TCALIF_16085	4	2	1.33333333333
TCALIF_16084	TCALIF_16084	21	5	3.5
TCALIF_02543	TCALIF_02543	3	18	0.157894736842
TCALIF_02542	TCALIF_02542	13	50	0.254901960784
TCALIF_16089	TCALIF_16089	42	33	1.23529411765
TCALIF_09996	TCALIF_09996	6	16	0.352941176471
TCALIF_02547	TCALIF_02547	6	34	0.171428571429
TCALIF_02546	TCALIF_02546	39	104	0.371428571429
TCALIF_09844	TCALIF_09844	60	54	1.09090909091
TCALIF_02544	TCALIF_02544	47	34	1.34285714286
TCALIF_08829	TCALIF_08829	18	4	3.6
TCALIF_14365	TCALIF_14365	226	309	0.729032258065
TCALIF_08822	TCALIF_08822	36	41	0.857142857143
TCALIF_08823	TCALIF_08823	9	17	0.5
TCALIF_08820	TCALIF_08820	2	8	0.222222222222
TCALIF_08821	TCALIF_08821	0	24	0.0
TCALIF_08826	TCALIF_08826	8	21	0.363636363636
TCALIF_08827	TCALIF_08827	5	13	0.357142857143
TCALIF_08824	TCALIF_08824	5	51	0.0961538461538
TCALIF_08825	TCALIF_08825	43	61	0.693548387097
TCALIF_07611.1	TCALIF_07611.1	19	20	0.904761904762
TCALIF_07611.2	TCALIF_07611.2	19	20	0.904761904762
TCALIF_06414	TCALIF_06414	2	81	0.0243902439024
TCALIF_05498	TCALIF_05498	2	21	0.0909090909091
TCALIF_05499	TCALIF_05499	19	135	0.139705882353
TCALIF_04927	TCALIF_04927	2	26	0.0740740740741
TCALIF_05855	TCALIF_05855	25	21	1.13636363636
TCALIF_09392	TCALIF_09392	10	24	0.4
TCALIF_16938	TCALIF_16938	0	4	0.0
TCALIF_06460	TCALIF_06460	0	6	0.0
TCALIF_06461	TCALIF_06461	0	12	0.0
TCALIF_06462	TCALIF_06462	1	15	0.0625
TCALIF_06463	TCALIF_06463	61	41	1.45238095238
TCALIF_06464	TCALIF_06464	22	64	0.338461538462
TCALIF_06465	TCALIF_06465	12	41	0.285714285714
TCALIF_06466	TCALIF_06466	13	27	0.464285714286
TCALIF_06467	TCALIF_06467	35	60	0.573770491803
TCALIF_06468	TCALIF_06468	5	37	0.131578947368
TCALIF_06469	TCALIF_06469	19	12	1.46153846154
TCALIF_06398	TCALIF_06398	69	78	0.873417721519
TCALIF_06399	TCALIF_06399	2	25	0.0769230769231
TCALIF_13085	TCALIF_13085	8	11	0.666666666667
TCALIF_04926	TCALIF_04926	18	23	0.75
TCALIF_09391	TCALIF_09391	12	16	0.705882352941
TCALIF_13105	TCALIF_13105	9	42	0.209302325581
TCALIF_13104	TCALIF_13104	0	28	0.0
TCALIF_13107	TCALIF_13107	0	11	0.0
TCALIF_13106	TCALIF_13106	8	47	0.166666666667
TCALIF_13101	TCALIF_13101	30	30	0.967741935484
TCALIF_13100	TCALIF_13100	0	7	0.0
TCALIF_13103	TCALIF_13103	16	105	0.150943396226
TCALIF_13102	TCALIF_13102	6	20	0.285714285714
TCALIF_13109	TCALIF_13109	34	43	0.772727272727
TCALIF_13108	TCALIF_13108	9	32	0.272727272727
TCALIF_14215	TCALIF_14215	11	52	0.207547169811
TCALIF_16559	TCALIF_16559	14	37	0.368421052632
TCALIF_16558	TCALIF_16558	0	20	0.0
TCALIF_09390	TCALIF_09390	20	68	0.289855072464
TCALIF_16554	TCALIF_16554	0	7	0.0
TCALIF_16557	TCALIF_16557	9	6	1.28571428571
TCALIF_16556	TCALIF_16556	22	26	0.814814814815
TCALIF_16551	TCALIF_16551	3	3	0.75
TCALIF_16553	TCALIF_16553	39	101	0.382352941176
TCALIF_16552	TCALIF_16552	6	18	0.315789473684
TCALIF_04592	TCALIF_04592	8	18	0.421052631579
TCALIF_00836	TCALIF_00836	4	56	0.0701754385965
TCALIF_04924	TCALIF_04924	25	50	0.490196078431
TCALIF_14216	TCALIF_14216	71	44	1.57777777778
TCALIF_01952	TCALIF_01952	14	38	0.358974358974
TCALIF_01014	TCALIF_01014	6	38	0.153846153846
TCALIF_01016	TCALIF_01016	42	116	0.358974358974
TCALIF_01017	TCALIF_01017	53	74	0.706666666667
TCALIF_01010	TCALIF_01010	2	6	0.285714285714
TCALIF_01011	TCALIF_01011	10	50	0.196078431373
TCALIF_01012	TCALIF_01012	4	10	0.363636363636
TCALIF_01013	TCALIF_01013	1	17	0.0555555555556
TCALIF_01018	TCALIF_01018	8	23	0.333333333333
TCALIF_01019	TCALIF_01019	12	42	0.279069767442
TCALIF_00831	TCALIF_00831	13	64	0.2
TCALIF_14217	TCALIF_14217	16	11	1.33333333333
TCALIF_14366	TCALIF_14366	6	2	2.0
TCALIF_00941	TCALIF_00941	36	79	0.45
TCALIF_00940	TCALIF_00940	2	12	0.153846153846
TCALIF_00943	TCALIF_00943	4	3	1.0
TCALIF_00942	TCALIF_00942	23	67	0.338235294118
TCALIF_00945	TCALIF_00945	0	2	0.0
TCALIF_00944	TCALIF_00944	3	15	0.1875
TCALIF_00947	TCALIF_00947	22	47	0.458333333333
TCALIF_00946	TCALIF_00946	40	79	0.5
TCALIF_00949	TCALIF_00949	14	33	0.411764705882
TCALIF_16882	TCALIF_16882	6	17	0.333333333333
TCALIF_16881	TCALIF_16881	10	9	1.0
TCALIF_16880	TCALIF_16880	31	17	1.72222222222
TCALIF_16887	TCALIF_16887	42	43	0.954545454545
TCALIF_16886	TCALIF_16886	13	10	1.18181818182
TCALIF_16885	TCALIF_16885	22	106	0.205607476636
TCALIF_16884	TCALIF_16884	0	9	0.0
TCALIF_17068	TCALIF_17068	50	14	3.33333333333
TCALIF_13241	TCALIF_13241	26	32	0.787878787879
TCALIF_04590	TCALIF_04590	17	24	0.68
TCALIF_17062	TCALIF_17062	25	103	0.240384615385
TCALIF_17063	TCALIF_17063	75	73	1.01351351351
TCALIF_17060	TCALIF_17060	24	48	0.489795918367
TCALIF_17061	TCALIF_17061	1	10	0.0909090909091
TCALIF_17066	TCALIF_17066	32	13	2.28571428571
TCALIF_17067	TCALIF_17067	55	45	1.19565217391
TCALIF_17064	TCALIF_17064	60	39	1.5
TCALIF_17065	TCALIF_17065	40	26	1.48148148148
TCALIF_10481	TCALIF_10481	74	31	2.3125
TCALIF_10480	TCALIF_10480	52	111	0.464285714286
TCALIF_10483	TCALIF_10483	0	40	0.0
TCALIF_10482	TCALIF_10482	37	64	0.569230769231
TCALIF_10485	TCALIF_10485	25	88	0.280898876404
TCALIF_10484	TCALIF_10484	14	21	0.636363636364
TCALIF_10487	TCALIF_10487	0	33	0.0
TCALIF_10486	TCALIF_10486	0	8	0.0
TCALIF_10489	TCALIF_10489	5	55	0.0892857142857
TCALIF_10488	TCALIF_10488	10	55	0.178571428571
TCALIF_05853	TCALIF_05853	52	90	0.571428571429
TCALIF_09268	TCALIF_09268	0	2	0.0
TCALIF_02128	TCALIF_02128	11	51	0.211538461538
TCALIF_02227	TCALIF_02227	5	14	0.333333333333
TCALIF_00426	TCALIF_00426	20	85	0.232558139535
TCALIF_04596	TCALIF_04596	104	126	0.818897637795
TCALIF_01411	TCALIF_01411	16	17	0.888888888889
TCALIF_08397	TCALIF_08397	6	0	6.0
TCALIF_08390	TCALIF_08390	18	22	0.782608695652
TCALIF_08391	TCALIF_08391	14	32	0.424242424242
TCALIF_14314	TCALIF_14314	36	75	0.473684210526
TCALIF_04594	TCALIF_04594	6	8	0.666666666667
TCALIF_14367	TCALIF_14367	38	88	0.426966292135
TCALIF_08398	TCALIF_08398	16	44	0.355555555556
TCALIF_08192	TCALIF_08192	15	51	0.288461538462
TCALIF_08399	TCALIF_08399	23	41	0.547619047619
TCALIF_00053	TCALIF_00053	16	64	0.246153846154
TCALIF_00052	TCALIF_00052	0	48	0.0
TCALIF_00051	TCALIF_00051	31	35	0.861111111111
TCALIF_00050	TCALIF_00050	10	38	0.25641025641
TCALIF_00057	TCALIF_00057	6	26	0.222222222222
TCALIF_00056	TCALIF_00056	19	109	0.172727272727
TCALIF_00055	TCALIF_00055	3	42	0.0697674418605
TCALIF_00054	TCALIF_00054	32	91	0.347826086957
TCALIF_00059	TCALIF_00059	38	35	1.05555555556
TCALIF_03980	TCALIF_03980	8	21	0.363636363636
TCALIF_09164	TCALIF_09164	25	38	0.641025641026
TCALIF_09165	TCALIF_09165	38	88	0.426966292135
TCALIF_05669	TCALIF_05669	15	40	0.365853658537
TCALIF_05668	TCALIF_05668	9	62	0.142857142857
TCALIF_09160	TCALIF_09160	131	111	1.16964285714
TCALIF_09161	TCALIF_09161	2	4	0.4
TCALIF_09162	TCALIF_09162	2	19	0.1
TCALIF_09163	TCALIF_09163	10	43	0.227272727273
TCALIF_05663	TCALIF_05663	10	22	0.434782608696
TCALIF_05662	TCALIF_05662	28	58	0.474576271186
TCALIF_05661	TCALIF_05661	54	100	0.534653465347
TCALIF_05660	TCALIF_05660	17	108	0.155963302752
TCALIF_05667	TCALIF_05667	6	28	0.206896551724
TCALIF_05666	TCALIF_05666	6	67	0.0882352941176
TCALIF_05664	TCALIF_05664	133	245	0.540650406504
TCALIF_04534	TCALIF_04534	8	16	0.470588235294
TCALIF_04535	TCALIF_04535	9	30	0.290322580645
TCALIF_04536	TCALIF_04536	34	20	1.61904761905
TCALIF_04537	TCALIF_04537	0	6	0.0
TCALIF_04530	TCALIF_04530	79	139	0.564285714286
TCALIF_04531	TCALIF_04531	18	36	0.486486486486
TCALIF_14568	TCALIF_14568	18	13	1.28571428571
TCALIF_04533	TCALIF_04533	20	102	0.194174757282
TCALIF_14566	TCALIF_14566	4	12	0.307692307692
TCALIF_04283	TCALIF_04283	0	14	0.0
TCALIF_04280	TCALIF_04280	6	35	0.166666666667
TCALIF_14565	TCALIF_14565	25	29	0.833333333333
TCALIF_04538	TCALIF_04538	9	33	0.264705882353
TCALIF_04539	TCALIF_04539	74	139	0.528571428571
TCALIF_14560	TCALIF_14560	22	70	0.30985915493
TCALIF_14561	TCALIF_14561	18	24	0.72
TCALIF_02220	TCALIF_02220	2	28	0.0689655172414
TCALIF_00427	TCALIF_00427	5	32	0.151515151515
TCALIF_00250	TCALIF_00250	12	20	0.571428571429
TCALIF_15969	TCALIF_15969	31	11	2.58333333333
TCALIF_15968	TCALIF_15968	25	26	0.925925925926
TCALIF_11480	TCALIF_11480	11	24	0.44
TCALIF_03622	TCALIF_03622	9	16	0.529411764706
TCALIF_03624	TCALIF_03624	16	64	0.246153846154
TCALIF_08191	TCALIF_08191	14	31	0.4375
TCALIF_03626	TCALIF_03626	0	11	0.0
TCALIF_15961	TCALIF_15961	6	17	0.333333333333
TCALIF_15960	TCALIF_15960	48	22	2.08695652174
TCALIF_15963	TCALIF_15963	12	7	1.5
TCALIF_15962	TCALIF_15962	9	7	1.125
TCALIF_15965	TCALIF_15965	44	70	0.619718309859
TCALIF_15964	TCALIF_15964	8	2	2.66666666667
TCALIF_15966	TCALIF_15966	0	2	0.0
TCALIF_05487	TCALIF_05487	14	12	1.07692307692
TCALIF_05486	TCALIF_05486	92	75	1.21052631579
TCALIF_05485	TCALIF_05485	49	37	1.28947368421
TCALIF_09703	TCALIF_09703	0	8	0.0
TCALIF_09704	TCALIF_09704	26	66	0.388059701493
TCALIF_05482	TCALIF_05482	64	39	1.6
TCALIF_05481	TCALIF_05481	34	47	0.708333333333
TCALIF_05480	TCALIF_05480	88	102	0.854368932039
TCALIF_09709	TCALIF_09709	18	50	0.352941176471
TCALIF_01417	TCALIF_01417	25	43	0.568181818182
TCALIF_05489	TCALIF_05489	6	78	0.0759493670886
TCALIF_05488	TCALIF_05488	51	62	0.809523809524
TCALIF_04750	TCALIF_04750	30	62	0.47619047619
TCALIF_04751	TCALIF_04751	20	52	0.377358490566
TCALIF_04752	TCALIF_04752	6	27	0.214285714286
TCALIF_04753	TCALIF_04753	35	41	0.833333333333
TCALIF_04754	TCALIF_04754	28	63	0.4375
TCALIF_04755	TCALIF_04755	29	75	0.381578947368
TCALIF_04756	TCALIF_04756	30	62	0.47619047619
TCALIF_04757	TCALIF_04757	43	130	0.328244274809
TCALIF_04758	TCALIF_04758	9	71	0.125
TCALIF_04759	TCALIF_04759	15	10	1.36363636364
TCALIF_11567	TCALIF_11567	15	15	0.9375
TCALIF_11421	TCALIF_11421	29	50	0.56862745098
TCALIF_08197	TCALIF_08197	10	82	0.120481927711
TCALIF_11423	TCALIF_11423	6	19	0.3
TCALIF_11424	TCALIF_11424	30	8	3.33333333333
TCALIF_11425	TCALIF_11425	13	64	0.2
TCALIF_11426	TCALIF_11426	16	25	0.615384615385
TCALIF_11427	TCALIF_11427	19	18	1.0
TCALIF_11429	TCALIF_11429	7	90	0.0769230769231
TCALIF_03334	TCALIF_03334	10	46	0.212765957447
TCALIF_14244	TCALIF_14244	60	77	0.769230769231
TCALIF_13358	TCALIF_13358	36	34	1.02857142857
TCALIF_13350	TCALIF_13350	23	48	0.469387755102
TCALIF_13351	TCALIF_13351	35	21	1.59090909091
TCALIF_13352	TCALIF_13352	46	169	0.270588235294
TCALIF_13353	TCALIF_13353	35	30	1.12903225806
TCALIF_13355	TCALIF_13355	48	52	0.905660377358
TCALIF_03085	TCALIF_03085	20	53	0.37037037037
TCALIF_03084	TCALIF_03084	12	16	0.705882352941
TCALIF_03087	TCALIF_03087	3	16	0.176470588235
TCALIF_03086	TCALIF_03086	1	22	0.0434782608696
TCALIF_03081	TCALIF_03081	79	151	0.519736842105
TCALIF_03083	TCALIF_03083	27	71	0.375
TCALIF_03082	TCALIF_03082	18	86	0.206896551724
TCALIF_15217	TCALIF_15217	11	32	0.333333333333
TCALIF_15216	TCALIF_15216	26	11	2.16666666667
TCALIF_15215	TCALIF_15215	36	14	2.4
TCALIF_15214	TCALIF_15214	22	18	1.15789473684
TCALIF_03089	TCALIF_03089	21	0	21.0
TCALIF_14102	TCALIF_14102	51	14	3.4
TCALIF_15211	TCALIF_15211	7	6	1.0
TCALIF_15210	TCALIF_15210	25	12	1.92307692308
TCALIF_03889	TCALIF_03889	13	28	0.448275862069
TCALIF_10131	TCALIF_10131	17	61	0.274193548387
TCALIF_03098	TCALIF_03098	2	27	0.0714285714286
TCALIF_02972	TCALIF_02972	12	38	0.307692307692
TCALIF_02973	TCALIF_02973	2	24	0.08
TCALIF_02970	TCALIF_02970	17	38	0.435897435897
TCALIF_02971	TCALIF_02971	101	149	0.673333333333
TCALIF_02976	TCALIF_02976	42	148	0.281879194631
TCALIF_02977	TCALIF_02977	10	12	0.769230769231
TCALIF_02974	TCALIF_02974	26	23	1.08333333333
TCALIF_02975	TCALIF_02975	24	40	0.585365853659
TCALIF_02978	TCALIF_02978	2	21	0.0909090909091
TCALIF_02979	TCALIF_02979	18	30	0.58064516129
TCALIF_03888	TCALIF_03888	4	12	0.307692307692
TCALIF_12601	TCALIF_12601	4	43	0.0909090909091
TCALIF_07258	TCALIF_07258	8	14	0.533333333333
TCALIF_07259	TCALIF_07259	34	36	0.918918918919
TCALIF_07708	TCALIF_07708	6	35	0.166666666667
TCALIF_07709	TCALIF_07709	17	152	0.111111111111
TCALIF_07254	TCALIF_07254	12	53	0.222222222222
TCALIF_07255	TCALIF_07255	15	86	0.172413793103
TCALIF_07256	TCALIF_07256	3	38	0.0769230769231
TCALIF_07257	TCALIF_07257	40	65	0.606060606061
TCALIF_07250	TCALIF_07250	5	17	0.277777777778
TCALIF_07251	TCALIF_07251	18	57	0.310344827586
TCALIF_07252	TCALIF_07252	0	10	0.0
TCALIF_07253	TCALIF_07253	19	54	0.345454545455
TCALIF_12502	TCALIF_12502	44	41	1.04761904762
TCALIF_12602	TCALIF_12602	41	134	0.303703703704
TCALIF_15205	TCALIF_15205	6	8	0.666666666667
TCALIF_12973	TCALIF_12973	12	7	1.5
TCALIF_11486	TCALIF_11486	25	6	3.57142857143
TCALIF_10970	TCALIF_10970	28	43	0.636363636364
TCALIF_15206	TCALIF_15206	4	0	4.0
TCALIF_12604	TCALIF_12604	18	24	0.72
TCALIF_15207	TCALIF_15207	2	10	0.181818181818
TCALIF_12971	TCALIF_12971	2	19	0.1
TCALIF_15200	TCALIF_15200	0	2	0.0
TCALIF_12970	TCALIF_12970	3	61	0.0483870967742
TCALIF_02037	TCALIF_02037	54	83	0.642857142857
TCALIF_15201	TCALIF_15201	94	175	0.534090909091
TCALIF_08708	TCALIF_08708	15	43	0.340909090909
TCALIF_02548	TCALIF_02548	6	36	0.162162162162
TCALIF_15202	TCALIF_15202	67	93	0.712765957447
TCALIF_12578	TCALIF_12578	61	65	0.924242424242
TCALIF_04427	TCALIF_04427	23	65	0.348484848485
TCALIF_08299	TCALIF_08299	29	26	1.07407407407
TCALIF_16216	TCALIF_16216	174	138	1.25179856115
TCALIF_16217	TCALIF_16217	80	238	0.334728033473
TCALIF_16214	TCALIF_16214	57	31	1.78125
TCALIF_02280	TCALIF_02280	16	60	0.262295081967
TCALIF_02282	TCALIF_02282	2	47	0.0416666666667
TCALIF_16215	TCALIF_16215	45	78	0.569620253165
TCALIF_02284	TCALIF_02284	55	170	0.321637426901
TCALIF_02285	TCALIF_02285	35	49	0.7
TCALIF_02286	TCALIF_02286	5	22	0.217391304348
TCALIF_02287	TCALIF_02287	6	20	0.285714285714
TCALIF_02288	TCALIF_02288	6	387	0.0154639175258
TCALIF_16212	TCALIF_16212	30	34	0.857142857143
TCALIF_08298	TCALIF_08298	35	33	1.02941176471
TCALIF_16213	TCALIF_16213	12	10	1.09090909091
TCALIF_01959	TCALIF_01959	54	190	0.282722513089
TCALIF_01958	TCALIF_01958	22	22	0.95652173913
TCALIF_01955	TCALIF_01955	6	13	0.428571428571
TCALIF_01954	TCALIF_01954	0	5	0.0
TCALIF_01957	TCALIF_01957	15	39	0.375
TCALIF_01956	TCALIF_01956	15	40	0.365853658537
TCALIF_01951	TCALIF_01951	0	10	0.0
TCALIF_01950	TCALIF_01950	20	89	0.222222222222
TCALIF_01953	TCALIF_01953	11	40	0.268292682927
TCALIF_14725	TCALIF_14725	28	22	1.21739130435
TCALIF_00538	TCALIF_00538	14	29	0.466666666667
TCALIF_00539	TCALIF_00539	5	18	0.263157894737
TCALIF_10343	TCALIF_10343	0	72	0.0
TCALIF_00531	TCALIF_00531	27	20	1.28571428571
TCALIF_00532	TCALIF_00532	28	24	1.12
TCALIF_00533	TCALIF_00533	15	36	0.405405405405
TCALIF_00534	TCALIF_00534	44	82	0.530120481928
TCALIF_00535	TCALIF_00535	26	56	0.456140350877
TCALIF_00536	TCALIF_00536	34	39	0.85
TCALIF_00537	TCALIF_00537	6	26	0.222222222222
TCALIF_10341	TCALIF_10341	10	64	0.153846153846
TCALIF_02028	TCALIF_02028	0	18	0.0
TCALIF_02029	TCALIF_02029	50	115	0.431034482759
TCALIF_06079	TCALIF_06079	11	20	0.52380952381
TCALIF_06078	TCALIF_06078	10	9	1.0
TCALIF_02024	TCALIF_02024	47	83	0.559523809524
TCALIF_02025	TCALIF_02025	26	41	0.619047619048
TCALIF_02026	TCALIF_02026	64	42	1.48837209302
TCALIF_02755	TCALIF_02755	37	47	0.770833333333
TCALIF_02020	TCALIF_02020	7	55	0.125
TCALIF_02021	TCALIF_02021	6	34	0.171428571429
TCALIF_06071	TCALIF_06071	20	79	0.25
TCALIF_06070	TCALIF_06070	13	46	0.276595744681
TCALIF_11118	TCALIF_11118	0	21	0.0
TCALIF_17219	TCALIF_17219	25	12	1.92307692308
TCALIF_17218	TCALIF_17218	6	13	0.428571428571
TCALIF_17215	TCALIF_17215	15	95	0.15625
TCALIF_17214	TCALIF_17214	17	50	0.333333333333
TCALIF_17217	TCALIF_17217	14	49	0.28
TCALIF_10345	TCALIF_10345	4	2	1.33333333333
TCALIF_17211	TCALIF_17211	2	10	0.181818181818
TCALIF_17210	TCALIF_17210	2	0	2.0
TCALIF_17213	TCALIF_17213	15	7	1.875
TCALIF_05688	TCALIF_05688	21	75	0.276315789474
TCALIF_00350	TCALIF_00350	36	40	0.878048780488
TCALIF_01489	TCALIF_01489	12	54	0.218181818182
TCALIF_01488	TCALIF_01488	3	33	0.0882352941176
TCALIF_03886	TCALIF_03886	4	20	0.190476190476
TCALIF_00351	TCALIF_00351	12	15	0.75
TCALIF_01483	TCALIF_01483	41	135	0.301470588235
TCALIF_01482	TCALIF_01482	12	57	0.206896551724
TCALIF_01481	TCALIF_01481	92	39	2.3
TCALIF_01480	TCALIF_01480	4	44	0.0888888888889
TCALIF_01487	TCALIF_01487	12	25	0.461538461538
TCALIF_00352	TCALIF_00352	27	54	0.490909090909
TCALIF_01485	TCALIF_01485	5	60	0.0819672131148
TCALIF_01484	TCALIF_01484	2	53	0.037037037037
TCALIF_00286	TCALIF_00286	0	9	0.0
TCALIF_00287	TCALIF_00287	36	63	0.5625
TCALIF_00284	TCALIF_00284	7	33	0.205882352941
TCALIF_00285	TCALIF_00285	5	48	0.102040816327
TCALIF_00282	TCALIF_00282	34	80	0.41975308642
TCALIF_00283	TCALIF_00283	7	7	0.875
TCALIF_00280	TCALIF_00280	131	82	1.57831325301
TCALIF_00281	TCALIF_00281	83	99	0.83
TCALIF_00288	TCALIF_00288	27	42	0.627906976744
TCALIF_00289	TCALIF_00289	15	20	0.714285714286
TCALIF_03416	TCALIF_03416	38	145	0.260273972603
TCALIF_00360	TCALIF_00360	2	16	0.117647058824
TCALIF_03141	TCALIF_03141	31	73	0.418918918919
TCALIF_03203	TCALIF_03203	60	207	0.288461538462
TCALIF_03414	TCALIF_03414	46	76	0.597402597403
TCALIF_03415	TCALIF_03415	27	121	0.22131147541
TCALIF_03412	TCALIF_03412	20	42	0.46511627907
TCALIF_11015	TCALIF_11015	14	31	0.4375
TCALIF_11481	TCALIF_11481	4	34	0.114285714286
TCALIF_06329	TCALIF_06329	35	55	0.625
TCALIF_03145	TCALIF_03145	172	200	0.855721393035
TCALIF_03880	TCALIF_03880	53	80	0.654320987654
TCALIF_03410	TCALIF_03410	31	78	0.392405063291
